Credential Type,License #,Status,Effective Date,Producer Name,Producer Credential,Brand Name,Recorded Date,Tetrahydrocannabinol (THC),Tetrahydrocannabinol acid (THCA),Cannabidiols (CBD),Carboxylic acids (CBDA),Other Active Ingredient (>1%),
MMBR,MMBR.0017703,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,ThailivaPure T881C5 19452,6/2/2023 7:23:52 AM,88.13,0,0.52,0,Yes,
MMBR,MMBR.0017704,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,ThailivaPure T441C3 19450,6/2/2023 7:23:52 AM,88.13,0,0.52,0,Yes,
MMBR,MMBR.0017705,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RosicaPure T412C3 19460,6/2/2023 7:23:52 AM,82.33,0,0.64,0,Yes,
MMBR,MMBR.0017706,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,ThailivaPure T441C3 19451,6/2/2023 7:23:52 AM,88.13,0,0.52,0,Yes,
MMBR,MMBR.0017708,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,ThailivaPure T881C5 19453,6/2/2023 7:23:52 AM,88.13,0,0.52,0,Yes,
MMBR,MMBR.0017709,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RosicaPure T823C6 19462,6/2/2023 7:23:52 AM,82.33,0,0.64,0,Yes,
MMBR,MMBR.0017710,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,ZonbridPure T395C3 19455,6/2/2023 7:23:52 AM,78.94,0,0.60,0,Yes,
MMBR,MMBR.0017712,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,ZonbridPure T395C3 19456,6/2/2023 7:23:52 AM,78.94,0,0.60,0,Yes,
MMBR,MMBR.0017713,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RosicaPure T823C6 19464,6/2/2023 7:23:52 AM,82.33,0,0.64,0,Yes,
MMBR,MMBR.0017714,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol GI 17.59% 19632,6/2/2023 7:23:52 AM,0.91,19.02,0,0.14,No,
MMBR,MMBR.0017715,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 5mg Indicol Micro Tablets 19218,6/1/2023 7:30:20 AM,2.09,0,0,0,No,
MMBR,MMBR.0017716,ACTIVE,06/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Fioraden D Pre-Rolls T27.02% I 18962,6/2/2023 7:23:52 AM,.63,30.09,0,.13,Yes,
MMBR,MMBR.0017717,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol KK 26.48% 19633,6/2/2023 7:23:52 AM,1.78,28.16,0,0.12,No,
MMBR,MMBR.0017718,ACTIVE,06/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Bandolyn Shorties T28.58% H 18961,6/2/2023 7:23:52 AM,.56,31.95,0,.14,Yes,
MMBR,MMBR.0017719,ACTIVE,06/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Fioraden D Shorties T27.02% I 18963,6/2/2023 7:23:52 AM,.63,30.09,0,.13,Yes,
MMBR,MMBR.0017720,ACTIVE,06/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Fondulex Shorties T24.95% I 18959,6/2/2023 7:23:52 AM,.40,27.99,0,.14,Yes,
MMBR,MMBR.0017721,ACTIVE,06/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Fondulex Pre-Rolls T24.95% I 18958,6/2/2023 7:23:52 AM,.40,27.99,0,.14,Yes,
MMBR,MMBR.0017722,ACTIVE,06/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Bandolyn Pre-Rolls T28.58% H 18960,6/2/2023 7:23:52 AM,0.56,31.95,0,.14,Yes,
MMBR,MMBR.0017723,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5g Indicol X 22.80% 19635,6/2/2023 7:23:52 AM,0.56,25.36,0,0.08,No,
MMBR,MMBR.0017724,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Pen 300mg Indicol VW 87.36% 19217,6/2/2023 7:23:52 AM,87.36,0,0.75,0,Yes,
MMBR,MMBR.0017725,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Pen 300mg Sativarin Y 87.49% 19214,6/2/2023 7:23:52 AM,87.49,0,1.15,0,Yes,
MMBR,MMBR.0017726,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 0.5g Sativarin LM 88.98% 19221,6/2/2023 7:23:52 AM,88.98,0,1.01,0,Yes,
MMBR,MMBR.0017727,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,EgbridPure T847C6 19468,6/2/2023 7:23:52 AM,84.69,0,0.63,0,Yes,
MMBR,MMBR.0017728,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,ThailivaPure T881C5 19454,6/2/2023 7:23:52 AM,88.13,0,0.52,0,Yes,
MMBR,MMBR.0017729,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5g Indicol RS 29.48% 19636,6/2/2023 7:23:52 AM,0.40,33.16,0,0.07,No,
MMBR,MMBR.0017730,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RosicaPure T823C6 19463,6/2/2023 7:23:52 AM,82.33,0,0.64,0,Yes,
MMBR,MMBR.0017731,ACTIVE,06/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Encore Mango RSO Gummies T98.00mg S 18974,6/2/2023 7:23:52 AM,.14,0,0,0,No,
MMBR,MMBR.0017732,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RosicaPure T834C5 19475,6/2/2023 7:23:52 AM,83.41,0,0.52,0,Yes,
MMBR,MMBR.0017733,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RosicaPure T417C3 19474,6/2/2023 7:23:52 AM,83.41,0,0.52,0,Yes,
MMBR,MMBR.0017734,ACTIVE,06/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lexikan Flower T28.08% S 18972,6/2/2023 7:23:52 AM,0.21,31.78,0,.08,Yes,
MMBR,MMBR.0017735,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,PagotiPure T398C3 19477,6/2/2023 7:23:52 AM,79.53,0,0.50,0,Yes,
MMBR,MMBR.0017736,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,ZonbridPure T789C6 19458,6/2/2023 7:23:52 AM,78.94,0,0.60,0,Yes,
MMBR,MMBR.0017737,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,EgbridPure T423C3 19465,6/2/2023 7:23:52 AM,84.69,0,0.63,0,Yes,
MMBR,MMBR.0017738,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,EgbridPure T423C3 19466,6/2/2023 7:23:52 AM,84.69,0,0.63,0,Yes,
MMBR,MMBR.0017739,ACTIVE,06/02/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Tucana (S),6/2/2023 7:23:52 AM,0.46,25.87,0,0.13,No,
MMBR,MMBR.0017740,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RosicaPure T412C3 19461,6/2/2023 7:23:52 AM,82.33,0,0.64,0,Yes,
MMBR,MMBR.0017741,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,JedivaPure T414 19470,6/2/2023 7:23:52 AM,82.80,0,0,0,Yes,
MMBR,MMBR.0017742,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,JedivaPure T828 19472,6/2/2023 7:23:52 AM,82.80,0,0,0,Yes,
MMBR,MMBR.0017743,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,JedivaPure T828 19471,6/2/2023 7:23:52 AM,82.80,0,0,0,Yes,
MMBR,MMBR.0017744,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Indicol FH 81.43% Full Spectrum Syringe 19634,6/2/2023 10:49:14 AM,81.43,0,0.50,0,YES,
MMBR,MMBR.0017745,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 0.5g Hybridol IJ 88.85% 19224,6/2/2023 7:23:52 AM,88.85,0,0.75,0,Yes,
MMBR,MMBR.0017746,ACTIVE,06/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RosicaPure T417C3 19473,6/2/2023 7:23:52 AM,83.41,0,0.52,0,Yes,
MMBR,MMBR.0017747,ACTIVE,06/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol CSK 30.97% 19630,6/2/2023 11:57:20 AM,1.46,33.65,0,0.10,1,
MMBR,MMBR.0017748,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 28g Black (I),6/5/2023 7:16:25 AM,1.12,25.80,0,0.12,No,
MMBR,MMBR.0017749,ACTIVE,06/05/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Acerbadex Shorties - MED T33.32% S 18970,6/5/2023 7:16:25 AM,.66,37.24,0,.16,No,
MMBR,MMBR.0017750,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Indoti T10 19495,6/5/2023 7:16:25 AM,1.99,0,0,0,No,
MMBR,MMBR.0017751,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Indoti T10 19488,6/5/2023 7:16:25 AM,2.12,0,0,0,No,
MMBR,MMBR.0017752,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Pintsica T81.6 CR 19487,6/5/2023 7:16:25 AM,7.33,84.64,0,0.31,Yes,
MMBR,MMBR.0017753,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RivicaPure T402C3 19482,6/5/2023 7:16:25 AM,80.42,0,0.63,0,Yes,
MMBR,MMBR.0017754,ACTIVE,06/05/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Rariden Flower - MED T31.68% I 18965,6/5/2023 7:16:25 AM,.13,35.97,0,.08,Yes,
MMBR,MMBR.0017755,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Sundica T59.2 MR 19490,6/5/2023 7:16:25 AM,46.07,14.96,0.15,0.05,Yes,
MMBR,MMBR.0017756,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Ground Flower 3.5g Black (I),6/5/2023 7:16:25 AM,1.12,25.80,0,0.12,No,
MMBR,MMBR.0017757,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RivicaPure T402C3 19481,6/5/2023 7:16:25 AM,80.42,0,0.63,0,Yes,
MMBR,MMBR.0017758,ACTIVE,06/05/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Rariden Flower SC - MED T31.68% I 18966,6/5/2023 7:16:25 AM,.13,35.97,0,.08,Yes,
MMBR,MMBR.0017759,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RivicaPure T804C6 19483,6/5/2023 7:16:25 AM,80.42,0,0.63,0,Yes,
MMBR,MMBR.0017760,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 28g Koit (I),6/5/2023 7:16:25 AM,0.29,26.68,0,0.11,No,
MMBR,MMBR.0017761,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 28g Ruby (H),6/5/2023 7:16:25 AM,0.30,15.41,0,0.09,No,
MMBR,MMBR.0017762,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Jasper (H),6/5/2023 7:16:25 AM,0.83,24.23,0,0.14,No,
MMBR,MMBR.0017763,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Savoti T50C1 19493,6/5/2023 7:16:25 AM,9.77,0,0.10,0,No,
MMBR,MMBR.0017764,ACTIVE,06/05/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol KM 29.33% 19641,6/5/2023 7:16:25 AM,1.79,31.40,0,0.19,No,
MMBR,MMBR.0017765,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Ground Flower 3.5g Auburn (H),6/5/2023 7:16:25 AM,0.56,31.52,0,0.12,Yes,
MMBR,MMBR.0017766,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 3.5g Jasper (H),6/5/2023 7:16:25 AM,0.83,24.23,0,0.14,No,
MMBR,MMBR.0017767,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,RivicaPure T804C6 19484,6/5/2023 7:16:25 AM,80.42,0,0.63,0,Yes,
MMBR,MMBR.0017768,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 3.5g Tucana (S),6/5/2023 7:16:25 AM,0.31,20.33,0,0.11,No,
MMBR,MMBR.0017769,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 3.5g Tourmaline (I),6/5/2023 7:16:25 AM,0.34,30.36,0,0.13,Yes,
MMBR,MMBR.0017770,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 7g Citron (S),6/5/2023 7:16:25 AM,0.33,20.15,0,0.12,No,
MMBR,MMBR.0017771,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Ground Flower 3.5g Novakite (S),6/5/2023 7:16:25 AM,0.47,22.58,0,0.12,No,
MMBR,MMBR.0017772,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 14g Celestine (I),6/5/2023 7:16:25 AM,0.55,26.76,0,0.15,No,
MMBR,MMBR.0017773,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 3.5g Capella (I),6/5/2023 7:16:25 AM,0.79,26.71,0,0.14,Yes,
MMBR,MMBR.0017774,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 14g Sunlight (S),6/5/2023 7:16:25 AM,0.85,21.50,0,0.11,Yes,
MMBR,MMBR.0017775,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,CURALEAF WHOLE FLOWER 28G SUNLIGHT (S),6/5/2023 7:16:25 AM,0.59,22.09,0,0.17,Yes,
MMBR,MMBR.0017776,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 28g Ivory (H),6/5/2023 7:16:25 AM,0.25,38.06,0,0.17,Yes,
MMBR,MMBR.0017777,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 28g Tucana (S),6/5/2023 7:16:25 AM,0.46,25.87,0,0.13,No,
MMBR,MMBR.0017778,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Avengiva T52.2 MR 19489,6/5/2023 7:16:25 AM,16.88,40.25,0,0.17,Yes,
MMBR,MMBR.0017779,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 14g Ivory (H),6/5/2023 7:16:25 AM,0.41,31.77,0,0.13,Yes,
MMBR,MMBR.0017780,ACTIVE,06/05/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 14g Ivory (H),6/5/2023 7:16:25 AM,0.41,34.43,0,0.14,Yes,
MMBR,MMBR.0017781,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Jenva T83.4 CR 19486,6/5/2023 7:16:25 AM,7.78,86.27,0,0.36,Yes,
MMBR,MMBR.0017782,ACTIVE,06/05/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Macbrid T84.8 CR 19485,6/5/2023 7:16:25 AM,6.73,88.97,0,0.35,Yes,
MMBR,MMBR.0017783,ACTIVE,06/06/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Periwinkle (H),6/6/2023 7:16:11 AM,0.97,22.15,0,0.14,No,
MMBR,MMBR.0017784,ACTIVE,06/06/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Capella (I),6/6/2023 7:16:11 AM,0.79,26.71,0,0.14,Yes,
MMBR,MMBR.0017785,ACTIVE,06/06/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Celestine (I),6/6/2023 7:16:11 AM,0.55,26.76,0,0.15,No,
MMBR,MMBR.0017786,ACTIVE,06/06/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Sapphire (H),6/6/2023 7:16:11 AM,0.64,27.68,0,0.13,No,
MMBR,MMBR.0017787,ACTIVE,06/06/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Scarlett (S),6/6/2023 7:16:11 AM,0.99,30.45,0,0.17,Yes,
MMBR,MMBR.0017788,ACTIVE,06/06/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Avior (I),6/6/2023 7:16:11 AM,0.48,24.79,0,0.13,No,
MMBR,MMBR.0017789,ACTIVE,06/06/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Preroll 5 Pack 2g Citron (S),6/6/2023 7:16:11 AM,0.45,24.14,0,0.13,No,
MMBR,MMBR.0017790,ACTIVE,06/06/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Saliden Shorties - MED T32.24% H 18968,6/5/2023 7:16:25 AM,.44,36.26,0,.28,Yes,
MMBR,MMBR.0017791,ACTIVE,06/06/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Saliden Pre-Rolls - MED T32.24% H 18967,6/5/2023 7:16:25 AM,.44,36.26,0,.28,Yes,
MMBR,MMBR.0017792,ACTIVE,06/06/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Acerbadex Pre-Rolls - MED T33.32% S 18969,6/5/2023 7:16:25 AM,.66,37.24,0,.16,No,
MMBR,MMBR.0017793,ACTIVE,06/06/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Indoti T50C1 19494,6/5/2023 7:16:25 AM,9.79,0,0.10,0,No,
MMBR,MMBR.0017794,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Sativarin U 24.93% 19646,6/7/2023 7:18:21 AM,1.46,26.76,0,0.18,No,
MMBR,MMBR.0017795,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol FG 33.41% 19639,6/7/2023 7:18:21 AM,1.39,36.51,0,0.13,No,
MMBR,MMBR.0017796,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 1g Sativarin Y 87.49% 19625,6/7/2023 7:18:21 AM,87.49,0,1.15,0,Yes,
MMBR,MMBR.0017797,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5g Indicol RS 29.48% Second Cut 19638,6/7/2023 7:18:21 AM,0.40,33.16,0,0.07,No,
MMBR,MMBR.0017798,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol QR 28.00% 19645,6/7/2023 7:18:21 AM,0.58,31.26,0,0.16,No,
MMBR,MMBR.0017799,ACTIVE,06/07/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Blueberen Flower SC T22.09% H 18977,6/7/2023 7:18:21 AM,.31,24.83,0,.07,No,
MMBR,MMBR.0017800,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol PR 25.34% 19644,6/7/2023 7:18:21 AM,0.63,28.17,0,0.15,No,
MMBR,MMBR.0017801,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5g Indicol X 22.80% Second Cut 19637,6/7/2023 7:18:21 AM,0.56,25.36,0,0.08,No,
MMBR,MMBR.0017802,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Strawberry THC CBD Gummies 19647,6/7/2023 7:18:21 AM,0.14,0,0.19,0,No,
MMBR,MMBR.0017803,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Sativarin V 20.95% 19642,6/7/2023 7:18:21 AM,0.58,23.23,0,0.14,No,
MMBR,MMBR.0017804,ACTIVE,06/07/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Ochovec Flower SC T24.62% S 18979,6/7/2023 7:18:21 AM,.63,27.36,0,.08,Yes,
MMBR,MMBR.0017805,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol HJ 21.73% 19643,6/7/2023 7:18:21 AM,0.92,23.73,0,0.11,No,
MMBR,MMBR.0017806,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5g Sativarin CD 23.06% 19648,6/7/2023 7:18:21 AM,0.66,25.54,0,0.12,Yes,
MMBR,MMBR.0017807,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol GI 26.39% 19640,6/7/2023 7:18:21 AM,1.42,28.47,0,0.15,Yes,
MMBR,MMBR.0017808,ACTIVE,06/07/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5g Sativarin CD 23.06% Second Cut 19649,6/7/2023 7:18:21 AM,0.66,25.54,0,0.12,Yes,
MMBR,MMBR.0017809,ACTIVE,06/07/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Blueberen Flower T22.09% H 18976,6/7/2023 7:18:21 AM,0.31,24.83,0,.07,No,
MMBR,MMBR.0017810,ACTIVE,06/07/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Ochovec Flower T24.62% S 18978,6/7/2023 7:18:21 AM,.63,27.36,0,.08,Yes,
MMBR,MMBR.0017811,ACTIVE,06/08/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 1g Sativarin LM 88.98% 19626,6/8/2023 7:30:59 AM,88.98,0,1.01,0,Yes,
MMBR,MMBR.0017812,ACTIVE,06/08/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Tussaden Flower T28.85% S 18980,6/8/2023 7:30:59 AM,.75,32.04,0,.10,Yes,
MMBR,MMBR.0017813,ACTIVE,06/08/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 1g Hybridol IJ 88.85% 19629,6/8/2023 7:30:59 AM,88.85,0,0.75,0,Yes,
MMBR,MMBR.0017814,ACTIVE,06/08/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 1g Hybridol MN 90.05% 19627,6/8/2023 7:30:59 AM,90.05,0,0.70,0,Yes,
MMBR,MMBR.0017815,ACTIVE,06/09/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Tussaden Flower SC T28.85% S 18981,6/9/2023 7:17:08 AM,.75,32.04,0,.10,Yes,
MMBR,MMBR.0017816,ACTIVE,06/09/2023,CURALEAF LLC,MMPR.0000003,Select Cliq Elite Pod 1g Kaveh (S),6/9/2023 7:17:08 AM,90.44,0,0.49,0,Yes,
MMBR,MMBR.0017817,ACTIVE,06/09/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 1g Indicol VW 87.36% 19628,6/8/2023 7:30:59 AM,87.36,0,0.75,0,Yes,
MMBR,MMBR.0017818,ACTIVE,06/09/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Melenax Flower SC - MED T31.24% H 18983,6/9/2023 7:17:08 AM,.24,35.35,0,.09,No,
MMBR,MMBR.0017819,ACTIVE,06/09/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Melenax Flower - MED T31.24% H 18982,6/9/2023 7:17:08 AM,.24,35.35,0,.09,No,
MMBR,MMBR.0017820,ACTIVE,06/12/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge .5g Betria (H),6/12/2023 7:16:41 AM,92.74,0,0.92,0,Yes,
MMBR,MMBR.0017821,ACTIVE,06/12/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Saliden BHO Live Resin Vape T420 H 18971,6/2/2023 7:23:52 AM,45.22,44.27,0,.18,Yes,
MMBR,MMBR.0017822,ACTIVE,06/12/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lexikan Flower T24.32% S 18985,6/12/2023 7:16:41 AM,.12,27.59,0,.12,No,
MMBR,MMBR.0017823,ACTIVE,06/12/2023,CURALEAF LLC,MMPR.0000003,Select Classic Bites Strawberry Peach (H),6/12/2023 7:16:41 AM,0.15,0,0,0,No,
MMBR,MMBR.0017824,ACTIVE,06/12/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Banavec Flower - MED T33.56% H 18987,6/12/2023 7:16:41 AM,.23,38.00,0,.15,Yes,
MMBR,MMBR.0017825,ACTIVE,06/12/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Banavec Flower SC - MED T33.56% H 18988,6/12/2023 7:16:41 AM,.23,38.00,0,.15,Yes,
MMBR,MMBR.0017826,ACTIVE,06/12/2023,CURALEAF LLC,MMPR.0000003,Select Classic Bites Blueberry (I),6/12/2023 7:16:41 AM,0.15,0,0,0,No,
MMBR,MMBR.0017827,ACTIVE,06/12/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lexikan Flower SC T24.32% S 18986,6/12/2023 7:16:41 AM,.12,27.59,0,.12,No,
MMBR,MMBR.0017828,ACTIVE,06/12/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Encore Grape RSO Gummies T98.00mg I 18984,6/12/2023 7:16:41 AM,.14,0,0,0,No,
MMBR,MMBR.0017829,ACTIVE,06/12/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge .5g Garnet (H),6/12/2023 7:16:41 AM,91.73,0,1.01,0,Yes,
MMBR,MMBR.0017830,ACTIVE,06/12/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Glaceden BHO Live Sugar T81.28% I 18975,6/12/2023 7:16:41 AM,0.94,91.61,0,0.34,Yes,
MMBR,MMBR.0017831,ACTIVE,06/12/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Templiva T15 PR Minis 19498,6/12/2023 7:16:41 AM,0,16.92,0,0,No,
